#phi	mu
0.111906953061894	55.5087719298246
0.118603793957044	62.5964912280702
0.125542514838172	11.9473684210526
0.246779309860243	37.7543859649123
0.0773732598364088	34.8421052631579
0.0797733565271983	206.280701754386
0.151223032968373	10.2456140350877
0.26339455626776	159.298245614035
1.98436600875262e-07	4.26315789473684
0.0651589145970938	61.5087719298246
0.802502360355354	8.70175438596491
1.67357022575284	2.66666666666667
0.243609674159924	145.719298245614
0.104141559184123	719
0.0801846291578122	906.070175438596
0.598049265411675	869.80701754386
0.731681403354739	5.42105263157895
0.129846661787801	556.333333333333
0.166458320936608	17.4912280701754
0.124817817888806	249.80701754386
0.214809821912058	1.91228070175439
0.181329063166817	14.719298245614
0.108400964409589	426.824561403509
0.428837632639503	1.05263157894737
0.152457799418405	358.315789473684
0.0701119558865475	140.385964912281
0.0249207574127276	518.210526315789
0.0791008978004329	948.982456140351
0.258513830847801	6.78947368421053
0.0919919134894132	316.80701754386
1.52202262431788	6.15789473684211
0.0717792455923676	171.122807017544
0.296233595856814	90.6140350877193
0.0516568044925288	105.964912280702
0.0970874233616928	17.7017543859649
0.088898303586508	88.5087719298246
0.0800322019441336	13.140350877193
0.0903680020513913	1273.15789473684
0.232735812156587	92.7543859649123
1.2350425412712	1.26315789473684
0.746955016785855	1.92982456140351
0.206076947583865	4.45614035087719
0.22361930937747	335.719298245614
0.137099004594915	100.315789473684
0.206711423998101	2.56140350877193
0.020733334024034	343.929824561404
0.0905330811970496	111.087719298246
0.0886471109723243	177.052631578947
0.0333092806461822	636.877192982456
0.3535116533901	805.175438596491
2.90718464028881	1.52631578947368
0.225761967953218	94.8421052631579
0.0350088788491545	679.912280701754
0.0382933308083814	382.228070175439
0.573598738031965	11.6842105263158
0.537665830023312	8.19298245614035
0.181933700111618	105.684210526316
0.560556149243686	2.54385964912281
0.627228237521229	3.73684210526316
1.16743868651263	23.8070175438597
0.142524162264748	31.5087719298246
0.0344134871067383	256.701754385965
1.06872548313762	68.1052631578947
0.139011530099659	87.5263157894737
0.0536554061433871	902.385964912281
4.36886428120759	4.84210526315789
0.0668402706233047	197.80701754386
0.0626584097738448	816.087719298246
0.0920006388554623	183.736842105263
0.0686369832255967	1871.35087719298
